,student_id,student_major,student_age,student_gpa,is_undergrad,scholarship_percentage,student_batch,student_outstanding_fees,max_credits/semester,student_name
758,759,Mathematics,18,3.79,yes,35,2021,18720.0,16,Marwa Naser
759,760,Science,24,1.93,yes,0,2021,28800.0,12,Khalid Yehia
760,761,Science,21,3.62,yes,25,2022,24000.0,16,Mariam Mohamed
761,762,Science,22,3.23,yes,10,2022,28800.0,16,Moustafa Tamer
762,763,Computer Science,22,3.59,yes,25,2021,21600.0,16,Esraa Ahmed
763,764,Mathematics,20,1.5,yes,0,2022,32000.0,12,Mohamed Youssef
764,765,Engineering,24,1.5,yes,0,2021,28800.0,12,Esraa Youssef
765,766,Mathematics,24,2.48,yes,0,2020,25600.0,12,Yehia Khalid
766,767,Mathematics,25,0.39,yes,0,2023,44800.0,0,Mayar Mahmoud
767,768,Mathematics,22,3.52,yes,25,2021,21600.0,16,Ahmed Abdelrahman
768,769,Engineering,20,1.44,yes,0,2021,28800.0,0,Doaa Youssef
769,770,Mathematics,20,1.92,yes,0,2020,25600.0,12,Naser Khalid
770,771,Computer Science,25,4.0,yes,100,2024,0.0,16,Doaa Ahmed
771,772,Mathematics,20,0.96,yes,0,2022,32000.0,0,Yehia Ahmed
772,773,Mathematics,20,3.06,yes,10,2021,25920.0,16,Marwa Ahmed
773,774,Science,24,2.51,yes,0,2021,28800.0,16,Mahmoud Moustafa
774,775,Engineering,18,2.17,yes,0,2024,51200.0,12,Mayar Youssef
775,776,Science,22,-0.08,yes,0,2020,25600.0,0,Abdelrahman Khalid
776,777,Engineering,25,3.86,yes,35,2023,29120.0,16,Esraa Ahmed
777,778,Science,20,0.95,yes,0,2020,25600.0,0,Mahmoud Tamer
778,779,Computer Science,22,3.6,yes,25,2021,21600.0,16,Yousra Yehia
779,780,Mathematics,22,-0.04,yes,0,2023,44800.0,0,Abdelrahman Abdelrahman
780,781,Science,19,1.21,yes,0,2021,28800.0,0,Marwa Tamer
781,782,Science,25,3.57,yes,25,2022,24000.0,16,Moustafa Tamer
782,783,Mathematics,21,3.98,yes,35,2022,20800.0,16,Mariam Mohamed
783,784,Engineering,21,0.49,yes,0,2022,32000.0,0,Mohamed Mohamed
784,785,Engineering,20,3.63,yes,25,2022,24000.0,16,Yousra Youssef
785,786,Computer Science,25,1.17,yes,0,2021,28800.0,0,Yehia Abdelrahman
786,787,Science,20,0.75,yes,0,2020,25600.0,0,Mariam Naser
787,788,Science,19,1.62,yes,0,2021,28800.0,12,Abdelrahman Moustafa
788,789,Engineering,25,0.76,yes,0,2023,44800.0,0,Sabah Tamer
789,790,Mathematics,19,3.56,yes,25,2022,24000.0,16,Yehia Moustafa
790,791,Science,23,3.11,yes,10,2022,28800.0,16,Yousra Youssef
791,792,Computer Science,23,3.85,yes,35,2023,29120.0,16,Naser Yehia
792,793,Science,22,2.45,yes,0,2022,32000.0,12,Yousra Mahmoud
793,794,Engineering,20,-0.1,yes,0,2024,51200.0,0,Khalid Naser
794,795,Mathematics,21,3.68,yes,35,2023,29120.0,16,Doaa Tamer
795,796,Computer Science,24,0.95,yes,0,2023,44800.0,0,Yehia Tamer
796,797,Mathematics,25,2.65,yes,0,2023,44800.0,16,Doaa Mohamed
797,798,Science,25,1.33,yes,0,2022,32000.0,0,Moustafa Mahmoud
798,799,Mathematics,23,0.48,yes,0,2022,32000.0,0,Doaa Mohamed
799,800,Engineering,23,2.53,yes,0,2024,51200.0,16,Moustafa Tamer
800,801,Mathematics,18,0.57,yes,0,2023,44800.0,0,Doaa Tamer
801,802,Mathematics,19,2.0,yes,0,2022,32000.0,12,Tamer Mohamed
802,803,Mathematics,18,3.8,yes,35,2022,20800.0,16,Marwa Mahmoud
803,804,Engineering,22,2.89,yes,0,2022,32000.0,16,Mohamed Mohamed
804,805,Engineering,21,2.98,yes,0,2024,51200.0,16,Sabah Naser
805,806,Science,20,4.0,yes,100,2024,0.0,16,Khalid Khalid
806,807,Mathematics,23,1.03,yes,0,2020,25600.0,0,Yousra Yehia
807,808,Mathematics,24,1.79,yes,0,2020,25600.0,12,Mohamed Ahmed
808,809,Computer Science,19,0.69,yes,0,2020,25600.0,0,Doaa Mahmoud
809,810,Computer Science,21,2.46,yes,0,2020,25600.0,12,Abdelrahman Youssef
810,811,Computer Science,24,2.68,yes,0,2023,44800.0,16,Toaa Yehia
811,812,Mathematics,22,1.86,yes,0,2024,51200.0,12,Abdelrahman Abdelrahman
812,813,Mathematics,21,0.44,yes,0,2024,51200.0,0,Esraa Mahmoud
813,814,Computer Science,23,1.03,yes,0,2023,44800.0,0,Khalid Khalid
814,815,Engineering,20,3.11,yes,10,2024,46080.0,16,Toaa Mahmoud
815,816,Science,25,0.73,yes,0,2024,51200.0,0,Moustafa Moustafa
816,817,Engineering,23,4.0,yes,100,2022,0.0,16,Toaa Youssef
817,818,Engineering,23,2.96,yes,0,2023,44800.0,16,Mahmoud Ahmed
818,819,Mathematics,19,0.96,yes,0,2020,25600.0,0,Yousra Tamer
819,820,Mathematics,23,0.87,yes,0,2020,25600.0,0,Abdelrahman Mahmoud
820,821,Engineering,22,0.88,yes,0,2021,28800.0,0,Doha Naser
821,822,Mathematics,25,1.35,yes,0,2021,28800.0,0,Mohamed Mohamed
822,823,Engineering,20,0.3,yes,0,2022,32000.0,0,Doaa Tamer
823,824,Science,25,2.96,yes,0,2023,44800.0,16,Youssef Mohamed
824,825,Mathematics,18,3.38,yes,25,2021,21600.0,16,Mariam Abdelrahman
825,826,Mathematics,18,1.9,yes,0,2021,28800.0,12,Naser Naser
826,827,Mathematics,21,3.41,yes,25,2023,33600.0,16,Mariam Abdelrahman
827,828,Mathematics,24,0.45,yes,0,2023,44800.0,0,Naser Moustafa
828,829,Mathematics,24,3.64,yes,25,2021,21600.0,16,Marwa Mohamed
829,830,Science,25,2.42,yes,0,2023,44800.0,12,Youssef Youssef
830,831,Computer Science,23,2.59,yes,0,2021,28800.0,16,Doaa Yehia
831,832,Computer Science,24,1.91,yes,0,2023,44800.0,12,Youssef Ahmed
832,833,Engineering,23,1.98,yes,0,2022,32000.0,12,Mayar Naser
833,834,Mathematics,23,0.48,yes,0,2024,51200.0,0,Moustafa Mohamed
834,835,Science,18,1.02,yes,0,2023,44800.0,0,Marwa Moustafa
835,836,Engineering,23,2.56,yes,0,2023,44800.0,16,Mahmoud Abdelrahman
836,837,Engineering,22,0.7,yes,0,2021,28800.0,0,Toaa Mohamed
837,838,Computer Science,20,0.79,yes,0,2021,28800.0,0,Mahmoud Mohamed
838,839,Science,24,3.39,yes,25,2024,38400.0,16,Doaa Mahmoud
839,840,Computer Science,22,3.53,yes,25,2022,24000.0,16,Youssef Yehia
840,841,Engineering,22,3.2,yes,10,2021,25920.0,16,Esraa Mahmoud
841,842,Computer Science,18,0.7,yes,0,2020,25600.0,0,Naser Youssef
842,843,Engineering,21,1.51,yes,0,2023,44800.0,12,Esraa Mahmoud
843,844,Engineering,21,3.35,yes,25,2024,38400.0,16,Khalid Tamer
844,845,Computer Science,23,1.12,yes,0,2023,44800.0,0,Mayar Ahmed
845,846,Science,19,0.29,yes,0,2023,44800.0,0,Tamer Moustafa
846,847,Computer Science,25,1.75,yes,0,2023,44800.0,12,Toaa Mahmoud
847,848,Computer Science,18,3.35,yes,25,2022,24000.0,16,Khalid Moustafa
848,849,Science,20,3.87,yes,35,2021,18720.0,16,Mayar Ahmed
849,850,Computer Science,25,0.28,yes,0,2021,28800.0,0,Youssef Abdelrahman
850,851,Engineering,25,3.9,yes,35,2024,33280.0,16,Yousra Khalid
851,852,Mathematics,25,2.9,yes,0,2020,25600.0,16,Moustafa Mahmoud
852,853,Science,21,3.55,yes,25,2022,24000.0,16,Marwa Ahmed
853,854,Computer Science,20,3.29,yes,10,2023,40320.0,16,Yehia Mohamed
854,855,Mathematics,18,0.67,yes,0,2021,28800.0,0,Esraa Khalid
855,856,Mathematics,24,1.52,yes,0,2022,32000.0,12,Yehia Khalid
856,857,Science,19,2.07,yes,0,2024,51200.0,12,Toaa Youssef
857,858,Science,22,3.76,yes,35,2023,29120.0,16,Khalid Youssef
858,859,Computer Science,18,2.12,yes,0,2023,44800.0,12,Doaa Mohamed
859,860,Mathematics,22,0.6,yes,0,2024,51200.0,0,Abdelrahman Tamer
860,861,Science,20,3.98,yes,35,2024,33280.0,16,Doaa Naser
861,862,Engineering,22,0.87,yes,0,2022,32000.0,0,Mahmoud Mahmoud
862,863,Computer Science,25,3.57,yes,25,2023,33600.0,16,Marwa Moustafa
863,864,Computer Science,23,3.14,yes,10,2021,25920.0,16,Abdelrahman Abdelrahman
864,865,Computer Science,25,3.05,yes,10,2022,28800.0,16,Esraa Mahmoud
865,866,Science,24,3.04,yes,10,2022,28800.0,16,Ahmed Ahmed
866,867,Computer Science,24,1.53,yes,0,2024,51200.0,12,Toaa Mohamed
867,868,Engineering,23,2.15,yes,0,2023,44800.0,12,Ahmed Youssef
868,869,Computer Science,24,1.16,yes,0,2021,28800.0,0,Sabah Abdelrahman
869,870,Computer Science,25,0.94,yes,0,2022,32000.0,0,Mohamed Moustafa
870,871,Computer Science,20,4.0,yes,100,2022,0.0,16,Toaa Ahmed
871,872,Engineering,20,1.63,yes,0,2022,32000.0,12,Khalid Naser
872,873,Engineering,18,3.24,yes,10,2021,25920.0,16,Mayar Khalid
873,874,Computer Science,18,1.32,yes,0,2023,44800.0,0,Tamer Khalid
874,875,Mathematics,20,3.52,yes,25,2021,21600.0,16,Doaa Yehia
875,876,Science,25,0.47,yes,0,2020,25600.0,0,Moustafa Mohamed
876,877,Engineering,25,3.23,yes,10,2022,28800.0,16,Esraa Moustafa
877,878,Computer Science,24,3.31,yes,10,2024,46080.0,16,Mohamed Khalid
878,879,Engineering,18,0.26,yes,0,2021,28800.0,0,Mariam Mahmoud
879,880,Engineering,18,0.74,yes,0,2021,28800.0,0,Abdelrahman Naser
880,881,Computer Science,24,0.36,yes,0,2023,44800.0,0,Marwa Mahmoud
881,882,Mathematics,22,4.0,yes,100,2022,0.0,16,Moustafa Mohamed
882,883,Computer Science,23,3.09,yes,10,2023,40320.0,16,Toaa Yehia
883,884,Computer Science,25,2.47,yes,0,2023,44800.0,12,Youssef Abdelrahman
884,885,Engineering,23,2.69,yes,0,2022,32000.0,16,Doaa Khalid
885,886,Engineering,21,3.08,yes,10,2022,28800.0,16,Tamer Moustafa
886,887,Mathematics,18,1.19,yes,0,2020,25600.0,0,Toaa Tamer
887,888,Computer Science,20,2.25,yes,0,2023,44800.0,12,Mahmoud Yehia
888,889,Science,18,4.0,yes,100,2022,0.0,16,Doaa Khalid
889,890,Engineering,22,0.0,yes,0,2021,28800.0,0,Mohamed Abdelrahman
890,891,Science,25,4.0,yes,100,2022,0.0,16,Yousra Moustafa
891,892,Computer Science,23,0.77,yes,0,2021,28800.0,0,Tamer Naser
892,893,Science,24,2.49,yes,0,2022,32000.0,12,Doaa Ahmed
893,894,Science,18,0.4,yes,0,2021,28800.0,0,Naser Mohamed
894,895,Computer Science,20,3.29,yes,10,2022,28800.0,16,Toaa Mahmoud
895,896,Mathematics,22,1.94,yes,0,2023,44800.0,12,Moustafa Abdelrahman
896,897,Computer Science,24,1.47,yes,0,2023,44800.0,0,Yousra Yehia
897,898,Engineering,24,3.14,yes,10,2020,23040.0,16,Khalid Mahmoud
898,899,Computer Science,19,2.0,yes,0,2022,32000.0,12,Doha Ahmed
899,900,Engineering,19,2.29,yes,0,2023,44800.0,12,Youssef Yehia
900,901,Engineering,22,0.59,yes,0,2022,32000.0,0,Toaa Naser
901,902,Mathematics,20,2.72,yes,0,2023,44800.0,16,Ahmed Ahmed
902,903,Engineering,18,0.5,yes,0,2022,32000.0,0,Esraa Naser
903,904,Science,18,2.37,yes,0,2024,51200.0,12,Khalid Khalid
904,905,Mathematics,22,2.79,yes,0,2023,44800.0,16,Doaa Moustafa
905,906,Engineering,24,2.69,yes,0,2022,32000.0,16,Mohamed Naser
906,907,Science,24,1.04,yes,0,2020,25600.0,0,Mariam Abdelrahman
907,908,Mathematics,22,0.78,yes,0,2023,44800.0,0,Abdelrahman Naser
908,909,Mathematics,20,1.09,yes,0,2023,44800.0,0,Esraa Khalid
909,910,Science,18,0.23,yes,0,2021,28800.0,0,Ahmed Ahmed
910,911,Engineering,24,-0.09,yes,0,2022,32000.0,0,Sabah Yehia
911,912,Computer Science,25,3.8,yes,35,2020,16640.0,16,Youssef Abdelrahman
912,913,Science,25,0.24,yes,0,2021,28800.0,0,Mariam Mahmoud
913,914,Engineering,23,0.37,yes,0,2021,28800.0,0,Tamer Khalid
914,915,Mathematics,22,0.83,yes,0,2023,44800.0,0,Doaa Tamer
915,916,Engineering,21,3.83,yes,35,2021,18720.0,16,Khalid Mahmoud
916,917,Engineering,21,2.86,yes,0,2023,44800.0,16,Toaa Moustafa
917,918,Science,23,2.46,yes,0,2023,44800.0,12,Abdelrahman Khalid
918,919,Engineering,19,4.0,yes,100,2022,0.0,16,Sabah Khalid
919,920,Computer Science,19,3.57,yes,25,2021,21600.0,16,Yehia Naser
920,921,Computer Science,24,1.84,yes,0,2022,32000.0,12,Doaa Mohamed
921,922,Mathematics,19,1.26,yes,0,2023,44800.0,0,Tamer Ahmed
922,923,Science,18,3.46,yes,25,2024,38400.0,16,Doaa Khalid
923,924,Mathematics,22,1.38,yes,0,2023,44800.0,0,Youssef Moustafa
924,925,Engineering,23,2.43,yes,0,2022,32000.0,12,Esraa Tamer
925,926,Science,20,3.38,yes,25,2020,19200.0,16,Naser Khalid
926,927,Mathematics,23,4.0,yes,100,2021,0.0,16,Mayar Moustafa
927,928,Mathematics,23,2.87,yes,0,2021,28800.0,16,Moustafa Mahmoud
928,929,Engineering,24,2.77,yes,0,2023,44800.0,16,Doaa Mohamed
929,930,Computer Science,22,0.4,yes,0,2021,28800.0,0,Tamer Tamer
930,931,Science,18,0.7,yes,0,2021,28800.0,0,Doha Mahmoud
931,932,Computer Science,24,0.87,yes,0,2021,28800.0,0,Tamer Ahmed
932,933,Science,22,2.8,yes,0,2023,44800.0,16,Yousra Yehia
933,934,Mathematics,25,2.91,yes,0,2024,51200.0,16,Youssef Mohamed
934,935,Science,25,2.11,yes,0,2021,28800.0,12,Mariam Youssef
935,936,Computer Science,21,1.25,yes,0,2023,44800.0,0,Khalid Mohamed
936,937,Science,24,3.1,yes,10,2024,46080.0,16,Doaa Mahmoud
937,938,Mathematics,20,1.94,yes,0,2022,32000.0,12,Moustafa Moustafa
938,939,Mathematics,18,1.26,yes,0,2024,51200.0,0,Doha Tamer
939,940,Mathematics,21,2.8,yes,0,2021,28800.0,16,Naser Tamer
940,941,Science,20,3.69,yes,35,2021,18720.0,16,Mariam Ahmed
941,942,Engineering,25,3.77,yes,35,2022,20800.0,16,Tamer Mohamed
942,943,Computer Science,24,0.04,yes,0,2024,51200.0,0,Doha Naser
943,944,Engineering,22,1.37,yes,0,2022,32000.0,0,Khalid Mahmoud
944,945,Computer Science,23,1.14,yes,0,2023,44800.0,0,Yousra Khalid
945,946,Mathematics,21,3.34,yes,25,2021,21600.0,16,Khalid Naser
946,947,Mathematics,23,2.86,yes,0,2022,32000.0,16,Toaa Naser
947,948,Computer Science,23,0.84,yes,0,2024,51200.0,0,Khalid Moustafa
948,949,Science,22,3.48,yes,25,2023,33600.0,16,Doaa Naser
949,950,Engineering,21,0.69,yes,0,2024,51200.0,0,Yehia Moustafa
950,951,Engineering,19,0.19,yes,0,2022,32000.0,0,Marwa Yehia
951,952,Computer Science,18,0.43,yes,0,2022,32000.0,0,Khalid Ahmed
952,953,Science,25,1.66,yes,0,2022,32000.0,12,Sabah Abdelrahman
953,954,Mathematics,23,2.13,yes,0,2023,44800.0,12,Tamer Mahmoud
954,955,Computer Science,20,1.54,yes,0,2022,32000.0,12,Yousra Tamer
955,956,Mathematics,19,0.55,yes,0,2023,44800.0,0,Moustafa Khalid
956,957,Computer Science,20,3.82,yes,35,2021,18720.0,16,Marwa Youssef
957,958,Engineering,24,3.64,yes,25,2024,38400.0,16,Youssef Abdelrahman
958,959,Engineering,22,1.96,yes,0,2022,32000.0,12,Mayar Abdelrahman
959,960,Mathematics,23,0.93,yes,0,2023,44800.0,0,Youssef Mohamed
960,961,Computer Science,19,3.47,yes,25,2023,33600.0,16,Toaa Mohamed
961,962,Science,22,1.06,yes,0,2022,32000.0,0,Youssef Khalid
962,963,Mathematics,23,2.94,yes,0,2023,44800.0,16,Toaa Moustafa
963,964,Science,20,0.08,yes,0,2021,28800.0,0,Tamer Youssef
964,965,Mathematics,22,3.7,yes,35,2022,20800.0,16,Yousra Abdelrahman
965,966,Mathematics,21,1.52,yes,0,2022,32000.0,12,Khalid Moustafa
966,967,Mathematics,19,3.06,yes,10,2022,28800.0,16,Esraa Yehia
967,968,Engineering,25,2.23,yes,0,2024,51200.0,12,Moustafa Mahmoud
968,969,Science,20,2.12,yes,0,2022,32000.0,12,Mayar Khalid
969,970,Mathematics,25,2.39,yes,0,2022,32000.0,12,Mohamed Naser
970,971,Engineering,22,0.3,yes,0,2021,28800.0,0,Esraa Tamer
971,972,Science,19,0.45,yes,0,2021,28800.0,0,Yehia Khalid
972,973,Engineering,18,3.14,yes,10,2022,28800.0,16,Mariam Abdelrahman
973,974,Mathematics,25,1.69,yes,0,2020,25600.0,12,Ahmed Khalid
974,975,Mathematics,22,3.53,yes,25,2023,33600.0,16,Mariam Ahmed
975,976,Engineering,20,2.54,yes,0,2024,51200.0,16,Youssef Yehia
976,977,Science,25,2.16,yes,0,2023,44800.0,12,Doaa Ahmed
977,978,Computer Science,25,3.37,yes,25,2022,24000.0,16,Youssef Moustafa
978,979,Engineering,23,1.58,yes,0,2024,51200.0,12,Yousra Khalid
979,980,Mathematics,18,4.0,yes,100,2023,0.0,16,Tamer Tamer
980,981,Engineering,23,3.86,yes,35,2022,20800.0,16,Esraa Tamer
981,982,Engineering,21,0.81,yes,0,2021,28800.0,0,Khalid Abdelrahman
982,983,Mathematics,24,3.94,yes,35,2024,33280.0,16,Mayar Yehia
983,984,Mathematics,23,0.57,yes,0,2021,28800.0,0,Mahmoud Khalid
984,985,Engineering,23,-0.07,yes,0,2023,44800.0,0,Doha Moustafa
985,986,Mathematics,20,2.24,yes,0,2023,44800.0,12,Khalid Mahmoud
986,987,Engineering,19,-0.12,yes,0,2022,32000.0,0,Esraa Youssef
987,988,Science,22,2.63,yes,0,2024,51200.0,16,Youssef Yehia
988,989,Engineering,21,2.47,yes,0,2023,44800.0,12,Doaa Naser
989,990,Science,18,1.0,yes,0,2021,28800.0,0,Youssef Youssef
990,991,Engineering,20,1.61,yes,0,2021,28800.0,12,Sabah Tamer
991,992,Mathematics,20,1.22,yes,0,2023,44800.0,0,Youssef Abdelrahman
992,993,Engineering,20,1.6,yes,0,2021,28800.0,12,Toaa Tamer
993,994,Mathematics,21,0.48,yes,0,2020,25600.0,0,Ahmed Mahmoud
994,995,Mathematics,19,2.68,yes,0,2020,25600.0,16,Yousra Ahmed
995,996,Computer Science,24,2.06,yes,0,2022,32000.0,12,Mahmoud Ahmed
996,997,Computer Science,18,3.68,yes,35,2023,29120.0,16,Doaa Youssef
997,998,Science,19,2.42,yes,0,2021,28800.0,12,Moustafa Mahmoud
998,999,Computer Science,18,2.0,yes,0,2023,44800.0,12,Toaa Ahmed
999,1000,Mathematics,24,0.84,yes,0,2021,28800.0,0,Tamer Yehia
1000,1001,Science,22,2.96,yes,0,2021,28800.0,16,Doaa Yehia
1001,1002,Mathematics,21,1.42,yes,0,2023,44800.0,0,Youssef Moustafa
1002,1003,Mathematics,18,3.74,yes,35,2021,18720.0,16,Esraa Ahmed
1003,1004,Computer Science,20,2.46,yes,0,2023,44800.0,12,Mahmoud Mahmoud
1004,1005,Engineering,22,3.36,yes,25,2022,24000.0,16,Esraa Moustafa
1005,1006,Mathematics,25,0.04,yes,0,2024,51200.0,0,Khalid Khalid
1006,1007,Mathematics,22,2.13,yes,0,2022,32000.0,12,Doaa Moustafa
1007,1008,Engineering,24,1.27,yes,0,2021,28800.0,0,Tamer Naser
1008,1009,Mathematics,23,0.61,yes,0,2023,44800.0,0,Esraa Mahmoud
1009,1010,Engineering,21,0.57,yes,0,2020,25600.0,0,Tamer Youssef
1010,1011,Engineering,19,3.01,yes,10,2021,25920.0,16,Doaa Mahmoud
1011,1012,Mathematics,21,3.3,yes,10,2022,28800.0,16,Yehia Tamer
1012,1013,Mathematics,24,2.41,yes,0,2022,32000.0,12,Doaa Yehia
1013,1014,Mathematics,22,2.33,yes,0,2023,44800.0,12,Moustafa Tamer
1014,1015,Mathematics,20,0.46,yes,0,2023,44800.0,0,Doaa Ahmed
1015,1016,Engineering,18,4.0,yes,100,2022,0.0,16,Tamer Tamer
1016,1017,Engineering,20,0.01,yes,0,2023,44800.0,0,Esraa Yehia
1017,1018,Science,24,1.68,yes,0,2021,28800.0,12,Youssef Mohamed
1018,1019,Computer Science,22,2.84,yes,0,2023,44800.0,16,Marwa Youssef
1019,1020,Mathematics,21,0.95,yes,0,2023,44800.0,0,Yehia Youssef
1020,1021,Engineering,25,2.75,yes,0,2023,44800.0,16,Mariam Moustafa
1021,1022,Computer Science,18,1.66,yes,0,2020,25600.0,12,Abdelrahman Abdelrahman
1022,1023,Computer Science,19,2.03,yes,0,2024,51200.0,12,Doaa Mahmoud
1023,1024,Engineering,20,2.12,yes,0,2021,28800.0,12,Yehia Mohamed
1024,1025,Mathematics,23,2.75,yes,0,2022,32000.0,16,Doha Yehia
1025,1026,Science,20,4.0,yes,100,2023,0.0,16,Youssef Ahmed
1026,1027,Science,21,0.66,yes,0,2020,25600.0,0,Mayar Tamer
1027,1028,Engineering,22,0.46,yes,0,2021,28800.0,0,Ahmed Naser
1028,1029,Computer Science,24,2.62,yes,0,2020,25600.0,16,Marwa Youssef
1029,1030,Computer Science,19,2.51,yes,0,2022,32000.0,16,Tamer Moustafa
1030,1031,Science,24,3.98,yes,35,2021,18720.0,16,Mayar Ahmed
1031,1032,Science,25,3.74,yes,35,2021,18720.0,16,Ahmed Mahmoud
1032,1033,Science,23,1.78,yes,0,2021,28800.0,12,Marwa Naser
1033,1034,Engineering,21,2.01,yes,0,2023,44800.0,12,Youssef Yehia
1034,1035,Science,18,0.42,yes,0,2022,32000.0,0,Mariam Moustafa
1035,1036,Mathematics,20,0.88,yes,0,2021,28800.0,0,Tamer Khalid
1036,1037,Computer Science,19,1.73,yes,0,2023,44800.0,12,Yousra Abdelrahman
1037,1038,Mathematics,22,2.27,yes,0,2021,28800.0,12,Moustafa Khalid
1038,1039,Engineering,19,3.01,yes,10,2020,23040.0,16,Mariam Moustafa
1039,1040,Science,23,3.49,yes,25,2023,33600.0,16,Mohamed Mohamed
1040,1041,Computer Science,22,2.24,yes,0,2024,51200.0,12,Mayar Abdelrahman
1041,1042,Engineering,19,3.4,yes,25,2021,21600.0,16,Naser Yehia
1042,1043,Engineering,24,0.75,yes,0,2022,32000.0,0,Doaa Youssef
1043,1044,Science,24,0.37,yes,0,2021,28800.0,0,Abdelrahman Mohamed
1044,1045,Science,25,3.38,yes,25,2023,33600.0,16,Toaa Khalid
1045,1046,Computer Science,23,0.23,yes,0,2023,44800.0,0,Youssef Naser
1046,1047,Engineering,18,3.18,yes,10,2024,46080.0,16,Toaa Ahmed
1047,1048,Engineering,22,0.2,yes,0,2022,32000.0,0,Tamer Abdelrahman
1048,1049,Science,19,0.59,yes,0,2022,32000.0,0,Mayar Mohamed
1049,1050,Mathematics,25,3.51,yes,25,2023,33600.0,16,Mohamed Moustafa
1050,1051,Mathematics,19,2.58,yes,0,2023,44800.0,16,Yousra Mohamed
1051,1052,Computer Science,22,0.78,yes,0,2021,28800.0,0,Moustafa Khalid
1052,1053,Engineering,25,1.1,yes,0,2022,32000.0,0,Doaa Moustafa
1053,1054,Computer Science,25,2.41,yes,0,2023,44800.0,12,Mahmoud Tamer
1054,1055,Engineering,19,0.33,yes,0,2023,44800.0,0,Mayar Mahmoud
1055,1056,Science,20,2.03,yes,0,2020,25600.0,12,Ahmed Abdelrahman
1056,1057,Engineering,18,0.65,yes,0,2021,28800.0,0,Marwa Moustafa
1057,1058,Mathematics,21,2.34,yes,0,2021,28800.0,12,Moustafa Naser
1058,1059,Mathematics,20,2.52,yes,0,2022,32000.0,16,Esraa Khalid
1059,1060,Computer Science,25,0.52,yes,0,2024,51200.0,0,Tamer Yehia
1060,1061,Science,21,1.07,yes,0,2022,32000.0,0,Doha Abdelrahman
1061,1062,Mathematics,24,3.11,yes,10,2024,46080.0,16,Khalid Moustafa
1062,1063,Engineering,22,0.31,yes,0,2021,28800.0,0,Doaa Naser
1063,1064,Engineering,24,2.03,yes,0,2021,28800.0,12,Mohamed Youssef
1064,1065,Engineering,25,1.89,yes,0,2024,51200.0,12,Sabah Naser
1065,1066,Science,20,2.16,yes,0,2024,51200.0,12,Moustafa Moustafa
1066,1067,Mathematics,21,2.57,yes,0,2021,28800.0,16,Doaa Tamer
1067,1068,Science,21,2.61,yes,0,2021,28800.0,16,Moustafa Khalid
1068,1069,Engineering,19,3.46,yes,25,2023,33600.0,16,Mayar Khalid
1069,1070,Mathematics,24,2.69,yes,0,2021,28800.0,16,Yehia Tamer
1070,1071,Science,23,1.44,yes,0,2023,44800.0,0,Yousra Tamer
1071,1072,Computer Science,25,1.91,yes,0,2023,44800.0,12,Yehia Khalid
1072,1073,Science,18,1.22,yes,0,2023,44800.0,0,Mayar Khalid
1073,1074,Mathematics,23,4.0,yes,100,2022,0.0,16,Mahmoud Tamer
1074,1075,Mathematics,20,3.74,yes,35,2021,18720.0,16,Sabah Naser
1075,1076,Engineering,24,2.64,yes,0,2024,51200.0,16,Mohamed Tamer
1076,1077,Mathematics,18,3.31,yes,10,2020,23040.0,16,Sabah Abdelrahman
1077,1078,Engineering,18,-0.19,yes,0,2022,32000.0,0,Mahmoud Abdelrahman
1078,1079,Mathematics,24,3.07,yes,10,2020,23040.0,16,Marwa Ahmed
1079,1080,Mathematics,21,1.02,yes,0,2020,25600.0,0,Abdelrahman Moustafa
1080,1081,Computer Science,20,0.36,yes,0,2022,32000.0,0,Mariam Mohamed
1081,1082,Computer Science,20,1.25,yes,0,2021,28800.0,0,Yehia Ahmed
1082,1083,Engineering,22,1.03,yes,0,2022,32000.0,0,Marwa Naser
1083,1084,Computer Science,22,3.78,yes,35,2020,16640.0,16,Yehia Yehia
1084,1085,Engineering,18,3.25,yes,10,2022,28800.0,16,Mariam Ahmed
1085,1086,Mathematics,25,2.17,yes,0,2023,44800.0,12,Abdelrahman Naser
1086,1087,Mathematics,20,2.19,yes,0,2021,28800.0,12,Mayar Youssef
1087,1088,Mathematics,23,3.73,yes,35,2020,16640.0,16,Tamer Tamer
1088,1089,Engineering,25,1.22,yes,0,2022,32000.0,0,Sabah Youssef
1089,1090,Science,20,2.45,yes,0,2023,44800.0,12,Mahmoud Moustafa
1090,1091,Computer Science,20,0.45,yes,0,2020,25600.0,0,Toaa Khalid
1091,1092,Computer Science,20,2.85,yes,0,2021,28800.0,16,Khalid Youssef
1092,1093,Mathematics,24,3.76,yes,35,2022,20800.0,16,Toaa Abdelrahman
1093,1094,Computer Science,22,-0.18,yes,0,2020,25600.0,0,Moustafa Yehia
1094,1095,Science,22,3.53,yes,25,2024,38400.0,16,Doaa Yehia
1095,1096,Engineering,25,2.38,yes,0,2023,44800.0,12,Ahmed Yehia
1096,1097,Engineering,18,2.14,yes,0,2024,51200.0,12,Doaa Abdelrahman
1097,1098,Engineering,22,2.07,yes,0,2023,44800.0,12,Naser Yehia
1098,1099,Computer Science,25,0.91,yes,0,2023,44800.0,0,Doaa Yehia
1099,1100,Mathematics,19,1.78,yes,0,2022,32000.0,12,Youssef Moustafa
