student_id,student_major,student_concentration,student_age,student_gender,student_name,student_batch,student_gpa,completed_credits,required_credits,number_of_replaces,max_credits/semester
776,Science,Science,22,Male,Abdelrahman Khalid,2020,-0.08,128,16,4,12
777,Engineering,Engineering,25,Female,Esraa Ahmed,2023,3.86,32,112,0,16
778,Science,Science,20,Male,Mahmoud Tamer,2020,0.95,128,16,4,12
779,Computer Science,Information Technology,22,Female,Yousra Yehia,2021,3.6,96,48,0,16
780,Mathematics,Mathematics,22,Male,Abdelrahman Abdelrahman,2023,-0.04,48,96,4,12
781,Science,Science,19,Female,Marwa Tamer,2021,1.21,96,48,4,12
782,Science,Science,25,Male,Moustafa Tamer,2022,3.57,80,64,0,16
783,Mathematics,Mathematics,21,Female,Mariam Mohamed,2022,3.98,80,64,0,16
784,Engineering,Engineering,21,Male,Mohamed Mohamed,2022,0.49,80,64,4,12
785,Engineering,Engineering,20,Female,Yousra Youssef,2022,3.63,80,64,0,16
786,Computer Science,Software Engineering,25,Male,Yehia Abdelrahman,2021,1.17,96,48,4,12
787,Science,Science,20,Female,Mariam Naser,2020,0.75,128,16,4,12
788,Science,Science,19,Male,Abdelrahman Moustafa,2021,1.62,112,32,3,12
789,Engineering,Engineering,25,Female,Sabah Tamer,2023,0.76,48,96,4,12
790,Mathematics,Mathematics,19,Male,Yehia Moustafa,2022,3.56,64,80,0,16
791,Science,Science,23,Female,Yousra Youssef,2022,3.11,64,80,0,16
792,Computer Science,Information Technology,23,Male,Naser Yehia,2023,3.85,48,96,0,16
793,Science,Science,22,Female,Yousra Mahmoud,2022,2.45,64,80,2,12
794,Engineering,Engineering,20,Male,Khalid Naser,2024,-0.1,16,128,4,12
795,Mathematics,Mathematics,21,Female,Doaa Tamer,2023,3.68,32,112,0,16
796,Computer Science,Information Technology,24,Male,Yehia Tamer,2023,0.95,48,96,4,12
797,Mathematics,Mathematics,25,Female,Doaa Mohamed,2023,2.65,48,96,1,16
798,Science,Science,25,Male,Moustafa Mahmoud,2022,1.33,64,80,4,12
799,Mathematics,Mathematics,23,Female,Doaa Mohamed,2022,0.48,64,80,4,12
800,Engineering,Engineering,23,Male,Moustafa Tamer,2024,2.53,16,128,1,16
801,Mathematics,Mathematics,18,Female,Doaa Tamer,2023,0.57,48,96,4,12
802,Mathematics,Mathematics,19,Male,Tamer Mohamed,2022,2.0,80,64,2,12
803,Mathematics,Mathematics,18,Female,Marwa Mahmoud,2022,3.8,80,64,0,16
804,Engineering,Engineering,22,Male,Mohamed Mohamed,2022,2.89,80,64,1,16
805,Engineering,Engineering,21,Female,Sabah Naser,2024,2.98,16,128,1,16
806,Science,Science,20,Male,Khalid Khalid,2024,4.0,16,128,0,16
807,Mathematics,Mathematics,23,Female,Yousra Yehia,2020,1.03,128,16,4,12
808,Mathematics,Mathematics,24,Male,Mohamed Ahmed,2020,1.79,128,16,3,12
809,Computer Science,Information Technology,19,Female,Doaa Mahmoud,2020,0.69,128,16,4,12
810,Computer Science,Data Science,21,Male,Abdelrahman Youssef,2020,2.46,128,16,2,12
811,Computer Science,Information Technology,24,Female,Toaa Yehia,2023,2.68,32,112,1,16
812,Mathematics,Mathematics,22,Male,Abdelrahman Abdelrahman,2024,1.86,16,128,3,12
813,Mathematics,Mathematics,21,Female,Esraa Mahmoud,2024,0.44,16,128,4,12
814,Computer Science,Information Technology,23,Male,Khalid Khalid,2023,1.03,48,96,4,12
815,Engineering,Engineering,20,Female,Toaa Mahmoud,2024,3.11,16,128,0,16
816,Science,Science,25,Male,Moustafa Moustafa,2024,0.73,16,128,4,12
817,Engineering,Engineering,23,Female,Toaa Youssef,2022,4.0,64,80,0,16
818,Engineering,Engineering,23,Male,Mahmoud Ahmed,2023,2.96,32,112,1,16
819,Mathematics,Mathematics,19,Female,Yousra Tamer,2020,0.96,128,16,4,12
820,Mathematics,Mathematics,23,Male,Abdelrahman Mahmoud,2020,0.87,128,16,4,12
821,Engineering,Engineering,22,Female,Doha Naser,2021,0.88,112,32,4,12
822,Mathematics,Mathematics,25,Male,Mohamed Mohamed,2021,1.35,112,32,4,12
823,Engineering,Engineering,20,Female,Doaa Tamer,2022,0.3,80,64,4,12
824,Science,Science,25,Male,Youssef Mohamed,2023,2.96,32,112,1,16
825,Mathematics,Mathematics,18,Female,Mariam Abdelrahman,2021,3.38,96,48,0,16
826,Mathematics,Mathematics,18,Male,Naser Naser,2021,1.9,96,48,3,12
827,Mathematics,Mathematics,21,Female,Mariam Abdelrahman,2023,3.41,48,96,0,16
828,Mathematics,Mathematics,24,Male,Naser Moustafa,2023,0.45,32,112,4,12
829,Mathematics,Mathematics,24,Female,Marwa Mohamed,2021,3.64,96,48,0,16
830,Science,Science,25,Male,Youssef Youssef,2023,2.42,48,96,2,12
831,Computer Science,Software Engineering,23,Female,Doaa Yehia,2021,2.59,112,32,1,16
832,Computer Science,Software Engineering,24,Male,Youssef Ahmed,2023,1.91,48,96,3,12
833,Engineering,Engineering,23,Female,Mayar Naser,2022,1.98,80,64,3,12
834,Mathematics,Mathematics,23,Male,Moustafa Mohamed,2024,0.48,16,128,4,12
835,Science,Science,18,Female,Marwa Moustafa,2023,1.02,32,112,4,12
836,Engineering,Engineering,23,Male,Mahmoud Abdelrahman,2023,2.56,32,112,1,16
837,Engineering,Engineering,22,Female,Toaa Mohamed,2021,0.7,96,48,4,12
838,Computer Science,Data Science,20,Male,Mahmoud Mohamed,2021,0.79,112,32,4,12
839,Science,Science,24,Female,Doaa Mahmoud,2024,3.39,16,128,0,16
840,Computer Science,Software Engineering,22,Male,Youssef Yehia,2022,3.53,64,80,0,16
841,Engineering,Engineering,22,Female,Esraa Mahmoud,2021,3.2,112,32,0,16
842,Computer Science,Data Science,18,Male,Naser Youssef,2020,0.7,128,16,4,12
843,Engineering,Engineering,21,Female,Esraa Mahmoud,2023,1.51,48,96,3,12
844,Engineering,Engineering,21,Male,Khalid Tamer,2024,3.35,16,128,0,16
845,Computer Science,Software Engineering,23,Female,Mayar Ahmed,2023,1.12,32,112,4,12
846,Science,Science,19,Male,Tamer Moustafa,2023,0.29,48,96,4,12
847,Computer Science,Information Technology,25,Female,Toaa Mahmoud,2023,1.75,32,112,3,12
848,Computer Science,Software Engineering,18,Male,Khalid Moustafa,2022,3.35,80,64,0,16
849,Science,Science,20,Female,Mayar Ahmed,2021,3.87,112,32,0,16
850,Computer Science,Data Science,25,Male,Youssef Abdelrahman,2021,0.28,96,48,4,12
851,Engineering,Engineering,25,Female,Yousra Khalid,2024,3.9,16,128,0,16
852,Mathematics,Mathematics,25,Male,Moustafa Mahmoud,2020,2.9,128,16,1,16
853,Science,Science,21,Female,Marwa Ahmed,2022,3.55,80,64,0,16
854,Computer Science,Information Technology,20,Male,Yehia Mohamed,2023,3.29,32,112,0,16
855,Mathematics,Mathematics,18,Female,Esraa Khalid,2021,0.67,112,32,4,12
856,Mathematics,Mathematics,24,Male,Yehia Khalid,2022,1.52,64,80,3,12
857,Science,Science,19,Female,Toaa Youssef,2024,2.07,16,128,2,12
858,Science,Science,22,Male,Khalid Youssef,2023,3.76,48,96,0,16
859,Computer Science,Data Science,18,Female,Doaa Mohamed,2023,2.12,32,112,2,12
860,Mathematics,Mathematics,22,Male,Abdelrahman Tamer,2024,0.6,16,128,4,12
861,Science,Science,20,Female,Doaa Naser,2024,3.98,16,128,0,16
862,Engineering,Engineering,22,Male,Mahmoud Mahmoud,2022,0.87,64,80,4,12
863,Computer Science,Information Technology,25,Female,Marwa Moustafa,2023,3.57,32,112,0,16
864,Computer Science,Information Technology,23,Male,Abdelrahman Abdelrahman,2021,3.14,96,48,0,16
865,Computer Science,Data Science,25,Female,Esraa Mahmoud,2022,3.05,80,64,0,16
866,Science,Science,24,Male,Ahmed Ahmed,2022,3.04,80,64,0,16
867,Computer Science,Software Engineering,24,Female,Toaa Mohamed,2024,1.53,16,128,3,12
868,Engineering,Engineering,23,Male,Ahmed Youssef,2023,2.15,48,96,2,12
869,Computer Science,Software Engineering,24,Female,Sabah Abdelrahman,2021,1.16,96,48,4,12
870,Computer Science,Software Engineering,25,Male,Mohamed Moustafa,2022,0.94,80,64,4,12
871,Computer Science,Software Engineering,20,Female,Toaa Ahmed,2022,4.0,64,80,0,16
872,Engineering,Engineering,20,Male,Khalid Naser,2022,1.63,64,80,3,12
873,Engineering,Engineering,18,Female,Mayar Khalid,2021,3.24,112,32,0,16
874,Computer Science,Information Technology,18,Male,Tamer Khalid,2023,1.32,32,112,4,12
875,Mathematics,Mathematics,20,Female,Doaa Yehia,2021,3.52,112,32,0,16
876,Science,Science,25,Male,Moustafa Mohamed,2020,0.47,128,16,4,12
877,Engineering,Engineering,25,Female,Esraa Moustafa,2022,3.23,80,64,0,16
878,Computer Science,Information Technology,24,Male,Mohamed Khalid,2024,3.31,16,128,0,16
879,Engineering,Engineering,18,Female,Mariam Mahmoud,2021,0.26,96,48,4,12
880,Engineering,Engineering,18,Male,Abdelrahman Naser,2021,0.74,112,32,4,12
881,Computer Science,Software Engineering,24,Female,Marwa Mahmoud,2023,0.36,48,96,4,12
882,Mathematics,Mathematics,22,Male,Moustafa Mohamed,2022,4.0,64,80,0,16
883,Computer Science,Data Science,23,Female,Toaa Yehia,2023,3.09,32,112,0,16
884,Computer Science,Software Engineering,25,Male,Youssef Abdelrahman,2023,2.47,32,112,2,12
885,Engineering,Engineering,23,Female,Doaa Khalid,2022,2.69,64,80,1,16
886,Engineering,Engineering,21,Male,Tamer Moustafa,2022,3.08,64,80,0,16
887,Mathematics,Mathematics,18,Female,Toaa Tamer,2020,1.19,128,16,4,12
888,Computer Science,Software Engineering,20,Male,Mahmoud Yehia,2023,2.25,48,96,2,12
889,Science,Science,18,Female,Doaa Khalid,2022,4.0,64,80,0,16
890,Engineering,Engineering,22,Male,Mohamed Abdelrahman,2021,0.0,96,48,4,12
891,Science,Science,25,Female,Yousra Moustafa,2022,4.0,80,64,0,16
892,Computer Science,Information Technology,23,Male,Tamer Naser,2021,0.77,96,48,4,12
893,Science,Science,24,Female,Doaa Ahmed,2022,2.49,64,80,2,12
894,Science,Science,18,Male,Naser Mohamed,2021,0.4,112,32,4,12
895,Computer Science,Software Engineering,20,Female,Toaa Mahmoud,2022,3.29,64,80,0,16
896,Mathematics,Mathematics,22,Male,Moustafa Abdelrahman,2023,1.94,32,112,3,12
897,Computer Science,Information Technology,24,Female,Yousra Yehia,2023,1.47,32,112,4,12
898,Engineering,Engineering,24,Male,Khalid Mahmoud,2020,3.14,128,16,0,16
899,Computer Science,Software Engineering,19,Female,Doha Ahmed,2022,2.0,80,64,2,12
900,Engineering,Engineering,19,Male,Youssef Yehia,2023,2.29,32,112,2,12
901,Engineering,Engineering,22,Female,Toaa Naser,2022,0.59,80,64,4,12
902,Mathematics,Mathematics,20,Male,Ahmed Ahmed,2023,2.72,32,112,1,16
903,Engineering,Engineering,18,Female,Esraa Naser,2022,0.5,64,80,4,12
904,Science,Science,18,Male,Khalid Khalid,2024,2.37,16,128,2,12
905,Mathematics,Mathematics,22,Female,Doaa Moustafa,2023,2.79,48,96,1,16
906,Engineering,Engineering,24,Male,Mohamed Naser,2022,2.69,64,80,1,16
907,Science,Science,24,Female,Mariam Abdelrahman,2020,1.04,128,16,4,12
908,Mathematics,Mathematics,22,Male,Abdelrahman Naser,2023,0.78,32,112,4,12
909,Mathematics,Mathematics,20,Female,Esraa Khalid,2023,1.09,48,96,4,12
910,Science,Science,18,Male,Ahmed Ahmed,2021,0.23,112,32,4,12
911,Engineering,Engineering,24,Female,Sabah Yehia,2022,-0.09,64,80,4,12
912,Computer Science,Data Science,25,Male,Youssef Abdelrahman,2020,3.8,128,16,0,16
913,Science,Science,25,Female,Mariam Mahmoud,2021,0.24,96,48,4,12
914,Engineering,Engineering,23,Male,Tamer Khalid,2021,0.37,112,32,4,12
915,Mathematics,Mathematics,22,Female,Doaa Tamer,2023,0.83,48,96,4,12
916,Engineering,Engineering,21,Male,Khalid Mahmoud,2021,3.83,96,48,0,16
917,Engineering,Engineering,21,Female,Toaa Moustafa,2023,2.86,48,96,1,16
918,Science,Science,23,Male,Abdelrahman Khalid,2023,2.46,48,96,2,12
919,Engineering,Engineering,19,Female,Sabah Khalid,2022,4.0,80,64,0,16
920,Computer Science,Information Technology,19,Male,Yehia Naser,2021,3.57,96,48,0,16
921,Computer Science,Software Engineering,24,Female,Doaa Mohamed,2022,1.84,64,80,3,12
922,Mathematics,Mathematics,19,Male,Tamer Ahmed,2023,1.26,48,96,4,12
923,Science,Science,18,Female,Doaa Khalid,2024,3.46,16,128,0,16
924,Mathematics,Mathematics,22,Male,Youssef Moustafa,2023,1.38,32,112,4,12
925,Engineering,Engineering,23,Female,Esraa Tamer,2022,2.43,64,80,2,12
926,Science,Science,20,Male,Naser Khalid,2020,3.38,128,16,0,16
927,Mathematics,Mathematics,23,Female,Mayar Moustafa,2021,4.0,112,32,0,16
928,Mathematics,Mathematics,23,Male,Moustafa Mahmoud,2021,2.87,96,48,1,16
929,Engineering,Engineering,24,Female,Doaa Mohamed,2023,2.77,48,96,1,16
930,Computer Science,Information Technology,22,Male,Tamer Tamer,2021,0.4,96,48,4,12
931,Science,Science,18,Female,Doha Mahmoud,2021,0.7,96,48,4,12
932,Computer Science,Data Science,24,Male,Tamer Ahmed,2021,0.87,96,48,4,12
933,Science,Science,22,Female,Yousra Yehia,2023,2.8,48,96,1,16
934,Mathematics,Mathematics,25,Male,Youssef Mohamed,2024,2.91,16,128,1,16
935,Science,Science,25,Female,Mariam Youssef,2021,2.11,112,32,2,12
936,Computer Science,Data Science,21,Male,Khalid Mohamed,2023,1.25,48,96,4,12
937,Science,Science,24,Female,Doaa Mahmoud,2024,3.1,16,128,0,16
938,Mathematics,Mathematics,20,Male,Moustafa Moustafa,2022,1.94,80,64,3,12
939,Mathematics,Mathematics,18,Female,Doha Tamer,2024,1.26,16,128,4,12
940,Mathematics,Mathematics,21,Male,Naser Tamer,2021,2.8,112,32,1,16
941,Science,Science,20,Female,Mariam Ahmed,2021,3.69,112,32,0,16
942,Engineering,Engineering,25,Male,Tamer Mohamed,2022,3.77,80,64,0,16
943,Computer Science,Software Engineering,24,Female,Doha Naser,2024,0.04,16,128,4,12
944,Engineering,Engineering,22,Male,Khalid Mahmoud,2022,1.37,64,80,4,12
945,Computer Science,Data Science,23,Female,Yousra Khalid,2023,1.14,32,112,4,12
946,Mathematics,Mathematics,21,Male,Khalid Naser,2021,3.34,112,32,0,16
947,Mathematics,Mathematics,23,Female,Toaa Naser,2022,2.86,64,80,1,16
948,Computer Science,Data Science,23,Male,Khalid Moustafa,2024,0.84,16,128,4,12
949,Science,Science,22,Female,Doaa Naser,2023,3.48,32,112,0,16
950,Engineering,Engineering,21,Male,Yehia Moustafa,2024,0.69,16,128,4,12
951,Engineering,Engineering,19,Female,Marwa Yehia,2022,0.19,80,64,4,12
952,Computer Science,Software Engineering,18,Male,Khalid Ahmed,2022,0.43,64,80,4,12
953,Science,Science,25,Female,Sabah Abdelrahman,2022,1.66,80,64,3,12
954,Mathematics,Mathematics,23,Male,Tamer Mahmoud,2023,2.13,32,112,2,12
955,Computer Science,Software Engineering,20,Female,Yousra Tamer,2022,1.54,64,80,3,12
956,Mathematics,Mathematics,19,Male,Moustafa Khalid,2023,0.55,32,112,4,12
957,Computer Science,Software Engineering,20,Female,Marwa Youssef,2021,3.82,112,32,0,16
958,Engineering,Engineering,24,Male,Youssef Abdelrahman,2024,3.64,16,128,0,16
959,Engineering,Engineering,22,Female,Mayar Abdelrahman,2022,1.96,80,64,3,12
960,Mathematics,Mathematics,23,Male,Youssef Mohamed,2023,0.93,32,112,4,12
961,Computer Science,Software Engineering,19,Female,Toaa Mohamed,2023,3.47,32,112,0,16
962,Science,Science,22,Male,Youssef Khalid,2022,1.06,80,64,4,12
963,Mathematics,Mathematics,23,Female,Toaa Moustafa,2023,2.94,48,96,1,16
964,Science,Science,20,Male,Tamer Youssef,2021,0.08,96,48,4,12
965,Mathematics,Mathematics,22,Female,Yousra Abdelrahman,2022,3.7,64,80,0,16
966,Mathematics,Mathematics,21,Male,Khalid Moustafa,2022,1.52,64,80,3,12
967,Mathematics,Mathematics,19,Female,Esraa Yehia,2022,3.06,64,80,0,16
968,Engineering,Engineering,25,Male,Moustafa Mahmoud,2024,2.23,16,128,2,12
969,Science,Science,20,Female,Mayar Khalid,2022,2.12,64,80,2,12
970,Mathematics,Mathematics,25,Male,Mohamed Naser,2022,2.39,64,80,2,12
971,Engineering,Engineering,22,Female,Esraa Tamer,2021,0.3,96,48,4,12
972,Science,Science,19,Male,Yehia Khalid,2021,0.45,112,32,4,12
973,Engineering,Engineering,18,Female,Mariam Abdelrahman,2022,3.14,80,64,0,16
974,Mathematics,Mathematics,25,Male,Ahmed Khalid,2020,1.69,128,16,3,12
975,Mathematics,Mathematics,22,Female,Mariam Ahmed,2023,3.53,48,96,0,16
976,Engineering,Engineering,20,Male,Youssef Yehia,2024,2.54,16,128,1,16
977,Science,Science,25,Female,Doaa Ahmed,2023,2.16,48,96,2,12
978,Computer Science,Data Science,25,Male,Youssef Moustafa,2022,3.37,80,64,0,16
979,Engineering,Engineering,23,Female,Yousra Khalid,2024,1.58,16,128,3,12
980,Mathematics,Mathematics,18,Male,Tamer Tamer,2023,4.0,48,96,0,16
981,Engineering,Engineering,23,Female,Esraa Tamer,2022,3.86,80,64,0,16
982,Engineering,Engineering,21,Male,Khalid Abdelrahman,2021,0.81,96,48,4,12
983,Mathematics,Mathematics,24,Female,Mayar Yehia,2024,3.94,16,128,0,16
984,Mathematics,Mathematics,23,Male,Mahmoud Khalid,2021,0.57,96,48,4,12
985,Engineering,Engineering,23,Female,Doha Moustafa,2023,-0.07,48,96,4,12
986,Mathematics,Mathematics,20,Male,Khalid Mahmoud,2023,2.24,32,112,2,12
987,Engineering,Engineering,19,Female,Esraa Youssef,2022,-0.12,80,64,4,12
988,Science,Science,22,Male,Youssef Yehia,2024,2.63,16,128,1,16
989,Engineering,Engineering,21,Female,Doaa Naser,2023,2.47,48,96,2,12
990,Science,Science,18,Male,Youssef Youssef,2021,1.0,96,48,4,12
991,Engineering,Engineering,20,Female,Sabah Tamer,2021,1.61,112,32,3,12
992,Mathematics,Mathematics,20,Male,Youssef Abdelrahman,2023,1.22,48,96,4,12
993,Engineering,Engineering,20,Female,Toaa Tamer,2021,1.6,96,48,3,12
994,Mathematics,Mathematics,21,Male,Ahmed Mahmoud,2020,0.48,128,16,4,12
995,Mathematics,Mathematics,19,Female,Yousra Ahmed,2020,2.68,128,16,1,16
996,Computer Science,Data Science,24,Male,Mahmoud Ahmed,2022,2.06,80,64,2,12
997,Computer Science,Information Technology,18,Female,Doaa Youssef,2023,3.68,48,96,0,16
998,Science,Science,19,Male,Moustafa Mahmoud,2021,2.42,112,32,2,12
999,Computer Science,Data Science,18,Female,Toaa Ahmed,2023,2.0,32,112,2,12
1000,Mathematics,Mathematics,24,Male,Tamer Yehia,2021,0.84,96,48,4,12
1001,Science,Science,22,Female,Doaa Yehia,2021,2.96,96,48,1,16
1002,Mathematics,Mathematics,21,Male,Youssef Moustafa,2023,1.42,32,112,4,12
1003,Mathematics,Mathematics,18,Female,Esraa Ahmed,2021,3.74,96,48,0,16
1004,Computer Science,Information Technology,20,Male,Mahmoud Mahmoud,2023,2.46,48,96,2,12
1005,Engineering,Engineering,22,Female,Esraa Moustafa,2022,3.36,80,64,0,16
1006,Mathematics,Mathematics,25,Male,Khalid Khalid,2024,0.04,16,128,4,12
1007,Mathematics,Mathematics,22,Female,Doaa Moustafa,2022,2.13,64,80,2,12
1008,Engineering,Engineering,24,Male,Tamer Naser,2021,1.27,112,32,4,12
1009,Mathematics,Mathematics,23,Female,Esraa Mahmoud,2023,0.61,32,112,4,12
1010,Engineering,Engineering,21,Male,Tamer Youssef,2020,0.57,128,16,4,12
1011,Engineering,Engineering,19,Female,Doaa Mahmoud,2021,3.01,112,32,0,16
1012,Mathematics,Mathematics,21,Male,Yehia Tamer,2022,3.3,64,80,0,16
1013,Mathematics,Mathematics,24,Female,Doaa Yehia,2022,2.41,64,80,2,12
1014,Mathematics,Mathematics,22,Male,Moustafa Tamer,2023,2.33,32,112,2,12
1015,Mathematics,Mathematics,20,Female,Doaa Ahmed,2023,0.46,32,112,4,12
1016,Engineering,Engineering,18,Male,Tamer Tamer,2022,4.0,64,80,0,16
1017,Engineering,Engineering,20,Female,Esraa Yehia,2023,0.01,48,96,4,12
1018,Science,Science,24,Male,Youssef Mohamed,2021,1.68,112,32,3,12
1019,Computer Science,Data Science,22,Female,Marwa Youssef,2023,2.84,32,112,1,16
1020,Mathematics,Mathematics,21,Male,Yehia Youssef,2023,0.95,32,112,4,12
1021,Engineering,Engineering,25,Female,Mariam Moustafa,2023,2.75,48,96,1,16
1022,Computer Science,Information Technology,18,Male,Abdelrahman Abdelrahman,2020,1.66,128,16,3,12
1023,Computer Science,Data Science,19,Female,Doaa Mahmoud,2024,2.03,16,128,2,12
1024,Engineering,Engineering,20,Male,Yehia Mohamed,2021,2.12,112,32,2,12
1025,Mathematics,Mathematics,23,Female,Doha Yehia,2022,2.75,64,80,1,16
1026,Science,Science,20,Male,Youssef Ahmed,2023,4.0,32,112,0,16
1027,Science,Science,21,Female,Mayar Tamer,2020,0.66,128,16,4,12
1028,Engineering,Engineering,22,Male,Ahmed Naser,2021,0.46,96,48,4,12
1029,Computer Science,Information Technology,24,Female,Marwa Youssef,2020,2.62,128,16,1,16
1030,Computer Science,Data Science,19,Male,Tamer Moustafa,2022,2.51,80,64,1,16
1031,Science,Science,24,Female,Mayar Ahmed,2021,3.98,112,32,0,16
1032,Science,Science,25,Male,Ahmed Mahmoud,2021,3.74,112,32,0,16
1033,Science,Science,23,Female,Marwa Naser,2021,1.78,96,48,3,12
1034,Engineering,Engineering,21,Male,Youssef Yehia,2023,2.01,48,96,2,12
1035,Science,Science,18,Female,Mariam Moustafa,2022,0.42,64,80,4,12
1036,Mathematics,Mathematics,20,Male,Tamer Khalid,2021,0.88,96,48,4,12
1037,Computer Science,Information Technology,19,Female,Yousra Abdelrahman,2023,1.73,48,96,3,12
1038,Mathematics,Mathematics,22,Male,Moustafa Khalid,2021,2.27,112,32,2,12
1039,Engineering,Engineering,19,Female,Mariam Moustafa,2020,3.01,128,16,0,16
1040,Science,Science,23,Male,Mohamed Mohamed,2023,3.49,32,112,0,16
1041,Computer Science,Data Science,22,Female,Mayar Abdelrahman,2024,2.24,16,128,2,12
1042,Engineering,Engineering,19,Male,Naser Yehia,2021,3.4,96,48,0,16
1043,Engineering,Engineering,24,Female,Doaa Youssef,2022,0.75,80,64,4,12
1044,Science,Science,24,Male,Abdelrahman Mohamed,2021,0.37,112,32,4,12
1045,Science,Science,25,Female,Toaa Khalid,2023,3.38,48,96,0,16
1046,Computer Science,Information Technology,23,Male,Youssef Naser,2023,0.23,32,112,4,12
1047,Engineering,Engineering,18,Female,Toaa Ahmed,2024,3.18,16,128,0,16
1048,Engineering,Engineering,22,Male,Tamer Abdelrahman,2022,0.2,64,80,4,12
1049,Science,Science,19,Female,Mayar Mohamed,2022,0.59,64,80,4,12
1050,Mathematics,Mathematics,25,Male,Mohamed Moustafa,2023,3.51,32,112,0,16
1051,Mathematics,Mathematics,19,Female,Yousra Mohamed,2023,2.58,48,96,1,16
1052,Computer Science,Data Science,22,Male,Moustafa Khalid,2021,0.78,96,48,4,12
1053,Engineering,Engineering,25,Female,Doaa Moustafa,2022,1.1,80,64,4,12
1054,Computer Science,Software Engineering,25,Male,Mahmoud Tamer,2023,2.41,48,96,2,12
1055,Engineering,Engineering,19,Female,Mayar Mahmoud,2023,0.33,32,112,4,12
1056,Science,Science,20,Male,Ahmed Abdelrahman,2020,2.03,128,16,2,12
1057,Engineering,Engineering,18,Female,Marwa Moustafa,2021,0.65,96,48,4,12
1058,Mathematics,Mathematics,21,Male,Moustafa Naser,2021,2.34,112,32,2,12
1059,Mathematics,Mathematics,20,Female,Esraa Khalid,2022,2.52,64,80,1,16
1060,Computer Science,Information Technology,25,Male,Tamer Yehia,2024,0.52,16,128,4,12
1061,Science,Science,21,Female,Doha Abdelrahman,2022,1.07,64,80,4,12
1062,Mathematics,Mathematics,24,Male,Khalid Moustafa,2024,3.11,16,128,0,16
1063,Engineering,Engineering,22,Female,Doaa Naser,2021,0.31,96,48,4,12
1064,Engineering,Engineering,24,Male,Mohamed Youssef,2021,2.03,112,32,2,12
1065,Engineering,Engineering,25,Female,Sabah Naser,2024,1.89,16,128,3,12
1066,Science,Science,20,Male,Moustafa Moustafa,2024,2.16,16,128,2,12
1067,Mathematics,Mathematics,21,Female,Doaa Tamer,2021,2.57,96,48,1,16
1068,Science,Science,21,Male,Moustafa Khalid,2021,2.61,96,48,1,16
1069,Engineering,Engineering,19,Female,Mayar Khalid,2023,3.46,48,96,0,16
1070,Mathematics,Mathematics,24,Male,Yehia Tamer,2021,2.69,96,48,1,16
1071,Science,Science,23,Female,Yousra Tamer,2023,1.44,32,112,4,12
1072,Computer Science,Software Engineering,25,Male,Yehia Khalid,2023,1.91,48,96,3,12
1073,Science,Science,18,Female,Mayar Khalid,2023,1.22,32,112,4,12
1074,Mathematics,Mathematics,23,Male,Mahmoud Tamer,2022,4.0,64,80,0,16
1075,Mathematics,Mathematics,20,Female,Sabah Naser,2021,3.74,112,32,0,16
1076,Engineering,Engineering,24,Male,Mohamed Tamer,2024,2.64,16,128,1,16
1077,Mathematics,Mathematics,18,Female,Sabah Abdelrahman,2020,3.31,128,16,0,16
1078,Engineering,Engineering,18,Male,Mahmoud Abdelrahman,2022,-0.19,64,80,4,12
1079,Mathematics,Mathematics,24,Female,Marwa Ahmed,2020,3.07,128,16,0,16
1080,Mathematics,Mathematics,21,Male,Abdelrahman Moustafa,2020,1.02,128,16,4,12
1081,Computer Science,Software Engineering,20,Female,Mariam Mohamed,2022,0.36,80,64,4,12
1082,Computer Science,Information Technology,20,Male,Yehia Ahmed,2021,1.25,112,32,4,12
1083,Engineering,Engineering,22,Female,Marwa Naser,2022,1.03,64,80,4,12
1084,Computer Science,Software Engineering,22,Male,Yehia Yehia,2020,3.78,128,16,0,16
1085,Engineering,Engineering,18,Female,Mariam Ahmed,2022,3.25,64,80,0,16
1086,Mathematics,Mathematics,25,Male,Abdelrahman Naser,2023,2.17,48,96,2,12
1087,Mathematics,Mathematics,20,Female,Mayar Youssef,2021,2.19,96,48,2,12
1088,Mathematics,Mathematics,23,Male,Tamer Tamer,2020,3.73,128,16,0,16
1089,Engineering,Engineering,25,Female,Sabah Youssef,2022,1.22,64,80,4,12
1090,Science,Science,20,Male,Mahmoud Moustafa,2023,2.45,32,112,2,12
1091,Computer Science,Software Engineering,20,Female,Toaa Khalid,2020,0.45,128,16,4,12
1092,Computer Science,Information Technology,20,Male,Khalid Youssef,2021,2.85,112,32,1,16
1093,Mathematics,Mathematics,24,Female,Toaa Abdelrahman,2022,3.76,64,80,0,16
1094,Computer Science,Data Science,22,Male,Moustafa Yehia,2020,-0.18,128,16,4,12
1095,Science,Science,22,Female,Doaa Yehia,2024,3.53,16,128,0,16
1096,Engineering,Engineering,25,Male,Ahmed Yehia,2023,2.38,32,112,2,12
1097,Engineering,Engineering,18,Female,Doaa Abdelrahman,2024,2.14,16,128,2,12
1098,Engineering,Engineering,22,Male,Naser Yehia,2023,2.07,32,112,2,12
1099,Computer Science,Software Engineering,25,Female,Doaa Yehia,2023,0.91,48,96,4,12
1100,Mathematics,Mathematics,19,Male,Youssef Moustafa,2022,1.78,80,64,3,12
1101,Science,Science,23,Female,Doaa Mohamed,2020,2.29,128,16,2,12
1102,Mathematics,Mathematics,23,Male,Moustafa Yehia,2023,1.93,32,112,3,12
